dataset_id,dataset_name,n_rows_used,n_features_used,best_algorithm,mf_basic_n_samples,mf_basic_n_features,mf_basic_n_numeric,mf_basic_n_categorical,mf_basic_n_classes,mf_basic_missing_ratio,mf_stat_num_mean_abs,mf_stat_num_std_mean,mf_stat_num_skew_abs_mean,mf_stat_num_kurt_mean,mf_stat_abs_corr_mean,mf_stat_target_entropy,mf_struct_samples_per_feature,mf_struct_cat_to_num_ratio,mf_struct_class_imbalance,mf_struct_mean_unique_ratio,mf_struct_zero_ratio_numeric,mf_struct_avg_cat_cardinality
27,colic,368,22,logreg,368.0,22.0,7.0,15.0,2.0,0.2380187747035573,30.589751552795033,11.828042475655282,1.4246504933377522,4.451315831627668,0.12309467675060948,0.9503376699681414,16.727272727272727,2.142857142857143,1.7058823529411764,0.04878952569169961,0.0,3.6666666666666665
29,creditapproval,600,15,knn,600.0,15.0,6.0,9.0,2.0,0.005777777777777778,220.1114722222222,956.7189852572292,4.104906406161823,43.32779991842514,0.16735120131035994,0.9912540071674836,40.0,1.5,1.247191011235955,0.12155555555555556,0.21416666666666667,4.444444444444445
31,creditg,600,20,logreg,600.0,20.0,7.0,13.0,2.0,0.0,463.922380952381,403.79611993345867,1.145449591716872,0.9487705663189582,0.11141762313520373,0.8812908992278072,30.0,1.8571428571428572,2.3333333333333335,0.05966666666666668,0.0,4.153846153846154
33,33,540,39,random_forest,540.0,39.0,24.0,15.0,2.0,0.04743589743589744,831260.280729263,735.589396613836,1.6399637058395307,9.714208893336279,0.0847190417730317,0.9824740868357557,13.846153846153847,0.625,1.368421052631579,0.09178537511870846,0.08811728395061728,35.53333333333333
34,postoperativepatientdata,90,8,knn,90.0,8.0,1.0,7.0,3.0,0.004166666666666667,10.911111111111111,2.2716842459634,0.7592239884291848,0.5220196133038959,0.0,0.9803075405774828,11.25,7.0,32.0,0.03194444444444444,0.0,2.7142857142857144
35,dermatology,366,34,random_forest,366.0,34.0,34.0,0.0,6.0,0.0006428801028608164,1.7884924461587914,1.256203056496781,1.4888300170298707,2.5015434996266452,0.22822839201147063,2.4325972738809507,10.764705882352942,0.0,5.6,0.01518804243008679,0.5962712954034073,0.0
37,diabetes,600,8,logreg,600.0,8.0,8.0,0.0,2.0,0.0,44.997224583333335,24.67198267437093,1.0520214523050924,2.605710034292952,0.16785343307128192,0.9325707665728635,75.0,0.0,1.8708133971291867,0.23354166666666668,0.11895833333333333,0.0
39,ecoli,336,7,knn,336.0,7.0,7.0,0.0,8.0,0.0,0.49956632653061234,0.14372869668428684,3.6529169593008155,51.976030830189856,0.18400046669721387,2.1887455831796836,48.0,0.0,71.5,0.15433673469387754,0.0017006802721088435,0.0
40,sonar,208,60,random_forest,208.0,60.0,60.0,0.0,2.0,0.0,0.2813212900641026,0.14223782700500703,1.1437112486709375,2.2767766937181766,0.2647993883054989,0.9967295890179513,3.466666666666667,0.0,1.1443298969072164,0.9019230769230769,0.0007211538461538462,0.0
41,glass,214,9,random_forest,214.0,9.0,9.0,0.0,6.0,0.0,11.265851609553478,0.6895407776407763,2.0710402859849895,9.908544271023604,0.2276984293823725,2.1765339923895444,23.77777777777778,0.0,8.444444444444445,0.4875389408099688,0.2035306334371755,0.0
43,haberman,306,3,logreg,306.0,3.0,3.0,0.0,2.0,0.0,39.77886710239651,7.080836839591895,1.069694273686161,3.340886065627782,0.05215667405086785,0.8337649072077796,102.0,0.0,2.7777777777777777,0.10021786492374728,0.14814814814814814,0.0
48,tae,151,5,random_forest,151.0,5.0,5.0,0.0,3.0,0.0,10.654304635761589,5.499840201625443,0.9821371202395648,0.06846993038188871,0.17194460480745874,1.5845209168457957,30.2,0.0,1.0612244897959184,0.1337748344370861,0.0,0.0
49,heartc,303,13,knn,303.0,13.0,6.0,7.0,2.0,0.0017771007870017769,97.26732673267327,17.241934398417033,0.8459255183722107,1.1189570179332673,0.20264622920748787,0.9942646092590195,23.307692307692307,1.1666666666666667,1.1956521739130435,0.10053313023610054,0.15346534653465346,2.7142857142857144
50,tictactoe,600,9,random_forest,600.0,9.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9310558233821475,66.66666666666667,9.0,1.8846153846153846,0.005,0.0,3.0
51,hearth,294,13,logreg,294.0,13.0,6.0,7.0,2.0,0.20460491889063318,95.05912698412699,19.14155454448952,0.6966375439418776,1.1960611449460097,0.1970733805102593,0.9431340036800949,22.615384615384617,1.1666666666666667,1.7735849056603774,0.08451072736787021,0.27380952380952384,2.7142857142857144
53,heartstatlog,270,13,logreg,270.0,13.0,13.0,0.0,2.0,0.0,46.03603988603989,8.439216804342829,0.7931025796089585,0.11514511097134256,0.1575256396387435,0.9910760598353369,20.76923076923077,0.0,1.25,0.10940170940170939,0.249002849002849,0.0
